customer_id,age,gender,annual_income,total_spend,num_orders,avg_order_value,days_since_last_order,website_visits,pages_per_visit,session_duration_min,discount_pct_used,customer_satisfaction,is_returning_customer,region,revenue_per_visit,spend_per_order,engagement_score,spending_tier,recency_score
4452,52.0,Male,40821.08,20.5,7,73.77,240.0,26,8.17,14.34,6.76,5,0,Central,0.79,2.93,0.5953,Low,0.1822
4453,61.0,Male,67099.5155095362,253.35,9,93.85665527410436,311.0,18,3.5,5.19,27.91,5,0,North,14.08,28.15,0.3068,Medium,0.174
4454,36.44914867888761,Male,73226.7,1476.38,5,80.93,66.0,29,6.67,4.35,22.64,5,0,Central,50.91,295.28,0.475,Premium,0.237
4455,24.0,Male,103529.02,143.61,10,155.15,20.0,19,4.63,11.361151473764473,9.46,4,1,South,7.56,14.36,0.412,Low,0.3235
4456,58.0,Female,72035.22,1419.67,5,87.07,294.0,29,5.66,9.066605471471513,14.84,5,1,South,48.95,283.93,0.5027,Premium,0.1757
4457,30.0,Female,57109.35,1492.21,7,123.71,41.0,33,3.6,13.87,5.44,3,0,South,45.22,213.17,0.542,Premium,0.2659
4458,35.0,Male,116365.93947407472,1069.14,7,104.84,169.04429101101792,32,9.57,27.029976776044148,6.87,3,1,West,33.41,152.73,0.8249,Premium,0.1945
4459,40.56267921873358,Male,37635.2,414.68,8,64.17,321.0,29,3.44,15.03,34.43,4,0,East,14.3,51.84,0.5146,High,0.1731
4460,30.0,Male,116365.93947407472,520.56,4,53.09,16.0,19,5.27,8.8,11.14,3,1,North,27.4,130.14,0.3992,High,0.346
4461,34.283051814160814,Male,116365.93947407472,1018.64,7,206.75375,53.0,29,5.03,5.45,25.15,4,1,East,35.13,145.52,0.4471,Premium,0.2495
4462,48.0,Male,96908.66,747.82,13,75.01,104.0,23,7.43,9.72,22.13,4,1,West,32.51,57.52,0.4986,Premium,0.2144
4463,19.0,Female,47293.85,497.25,8,67.23,139.62360307456487,21,5.63,5.919827155634299,19.59,2,1,East,23.68,62.16,0.3943,High,0.2019
4464,33.0,Male,55393.51,1492.21,9,101.71,18.0,23,2.66,11.43,15.28,4,1,Central,64.88,165.8,0.401,Premium,0.3338
4465,32.48891975105371,Male,43239.98201708636,578.67,7,30.49,169.5887833518476,16,4.34,10.48632519719823,37.68,3,1,Central,36.17,82.67,0.368,High,0.1944
4466,26.0,Male,39093.44,1492.21,4,57.52,54.0,27,1.61,8.47,10.35,5,1,Central,55.27,373.05,0.3788,Premium,0.2484
4467,55.0,Male,66859.98,29.55,11,46.59,235.0,29,5.1950812330613525,22.4,11.99,5,1,East,1.02,2.69,0.6393,Low,0.1829
4468,28.0,Female,24020.04,74.81,8,90.61,178.0,35,8.71,10.31,17.07,5,1,Central,2.14,9.35,0.6456,Low,0.1926
4469,39.244790418078885,Male,42236.68,300.25,10,51.49,345.0,27,5.14,8.706026551669172,5.17,4,0,East,11.12,30.02,0.4678,Medium,0.171
4470,39.0,Male,116365.93947407472,242.97,8,98.15,183.10940974693992,31,6.11,22.970911820422835,13.73,2,1,South,7.84,30.37,0.6862,Medium,0.1915
4471,50.0,Female,45379.6,763.32,8,42.4,158.0,26,7.48,7.896608305258856,30.41,4,1,East,29.36,95.42,0.5069,Premium,0.197
4472,53.0,Male,82192.08,87.54,7,174.9,199.0,19,4.26,9.94,20.69,4,0,South,4.61,12.51,0.3872,Low,0.1886
4473,62.0,Female,65072.1,1492.21,6,141.33,162.0,31,7.48,8.74,26.11,3,0,East,48.14,248.7,0.5617,Premium,0.1961
4474,40.0,Female,42030.69,189.22,8,130.37,324.0,23,8.94,8.73,2.18,4,0,South,8.23,23.65,0.5246,Medium,0.1728
4475,62.0,Male,45364.07,280.12,14,147.26,123.0,11,2.31,6.37,2.88,4,1,East,25.47,20.01,0.2272,Medium,0.2071
4476,62.0,Female,53286.2,160.62,7,62.35,282.0,25,7.55,8.43,23.57,5,0,South,6.42,22.95,0.5054,Low,0.177
4477,51.0,Male,17579.5,432.99,10,79.34773028754636,154.0,17,2.83,11.52,9.73,3,0,Central,25.47,43.3,0.3516,High,0.198
4478,26.0,Female,78707.0,30.21,9,57.54,252.0,23,4.11,4.66,12.96,3,0,South,1.31,3.36,0.3613,Low,0.1806
4479,41.0,Male,46203.46,81.07,5,50.95,268.0,36,7.54,2.93,0.96,4,1,North,2.25,16.21,0.5441,Low,0.1786
4480,25.0,Male,80094.19,684.81,9,64.98653667746791,278.0,22,6.08,18.45,12.75,3,1,North,31.13,76.09,0.5534,High,0.1775
4481,24.0,Female,59521.94,103.21,8,93.15,64.0,28,4.67,20.63,7.22,2,1,North,3.69,12.9,0.5977,Low,0.2387
4482,53.0,Female,45194.03,134.28,2,163.09,113.0,29,9.52,7.36,18.29,5,0,South,4.63,67.14,0.5781,Low,0.2108
4483,35.0,Other,54110.0,787.48,6,101.45,219.0,25,4.91,12.62,12.08,3,1,West,31.5,131.25,0.4874,Premium,0.1852
4484,20.0,Female,54201.05,48.97,11,111.43,245.0,29,7.47,13.44,10.17,5,1,West,1.69,4.45,0.5954,Low,0.1815
4485,45.0,Male,102548.9,287.66,4,110.96,78.0,22,4.95,21.26,16.29,4,1,East,13.08,71.92,0.557,Medium,0.2282
4486,23.0,Male,50580.8,11.67,9,61.44,332.0,28,6.32,16.45,20.81,2,0,Central,0.42,1.3,0.5916,Low,0.1721
4487,61.0,Male,56618.03,212.94,1,187.58,68.0,32,6.39,10.61,21.78,5,1,West,6.65,212.94,0.5649,Medium,0.2354
4488,61.0,Male,26083.42,600.29,7,41.78,230.0,25,5.64,20.36,5.01,3,1,West,24.01,85.76,0.5911,High,0.1836
4489,38.0,Male,47881.2,47.21,12,58.77,345.0,28,2.95,27.029976776044148,15.41,2,1,East,1.69,3.93,0.6267,Low,0.171
4490,45.0,Female,101433.13,1096.12,8,169.54,198.0,23,6.0,11.73,7.21,4,0,East,47.66,137.01,0.486,Premium,0.1887
4491,57.0,Male,60743.2,1201.2,9,134.71,226.0,28,4.46,18.92,20.62,3,1,West,42.9,133.47,0.5736,Premium,0.1842
4492,71.0,Male,28552.33,55.46,5,82.57,149.0,25,4.68,11.034953727405,17.54,5,1,South,2.22,11.09,0.4642,Low,0.1993
4493,71.0,Male,30124.25,1492.21,4,130.88,244.0,32,6.57,10.77,27.38,4,1,West,46.63,373.05,0.5711,Premium,0.1816
4494,18.0,Female,33835.04,176.58,3,127.87,0.0,18,6.44,13.215516654973912,28.62,4,1,East,9.81,58.86,0.4678,Medium,1.4427
4495,53.0,Female,80806.73,43.92,5,117.38,142.0,21,4.14,9.845535597650958,2.67,5,0,East,2.09,8.78,0.4014,Low,0.2012
4496,39.39695258733973,Female,75983.41,2.54,6,77.71,93.0,25,5.89,10.5,11.36,4,1,Central,0.1,0.42,0.4878,Low,0.2196
4497,60.0,Male,8715.62,262.57,6,206.75375,66.0,27,5.54,27.029976776044148,11.31,5,0,Central,9.72,43.76,0.6809,Medium,0.237
4498,44.54818834290861,Female,47066.05,496.87,4,97.95,4.0,20,3.95,10.31,12.9,4,1,Central,24.84,124.22,0.3928,High,0.5581
4499,30.0,Male,52776.38,201.87,8,49.88,195.0,30,4.06,8.59,12.99,5,0,East,6.73,25.23,0.4673,Medium,0.1893
4500,66.0,Female,30300.76,906.14,8,70.06,183.0,22,4.09,5.82,8.25,3,1,West,41.19,113.27,0.3646,Premium,0.1916
4501,49.64994376773053,Female,40326.44,630.46,6,111.1,280.0,25,5.48,23.24,13.42,5,1,West,25.22,105.08,0.6192,High,0.1772
4502,71.0,Male,95368.09,215.52,9,48.04,330.0,29,4.95,12.06,28.55,3,1,South,7.43,23.95,0.5185,Medium,0.1723
4503,27.0,Female,60139.47,716.4302104232776,7,52.61,61.0,31,5.88,4.78,26.24,3,1,North,23.11,102.35,0.4786,Premium,0.2414
4504,43.188547231980785,Female,38185.41,1410.79,9,122.46,141.0,25,3.92,5.71,19.7,3,1,West,56.43,156.75,0.3865,Premium,0.2015
4505,61.0,Male,44638.22,48.86,9,206.75375,88.0,27,5.19,2.28,1.13,5,1,South,1.81,5.43,0.3977,Low,0.2222
4506,64.0,Female,43741.97,182.72,6,86.44,26.0,23,5.32,14.370477232023674,20.31,5,0,West,7.94,30.45,0.4987,Medium,0.3001
4507,70.0,Male,56442.49,311.18,8,113.19,220.0,22,6.09,2.65,5.54,3,1,West,14.14,38.9,0.3783,Medium,0.1851
4508,27.0,Male,23983.82,435.29709910070716,8,102.62,51.0,24,8.15,11.33,12.32,5,0,West,18.14,54.41,0.5432,High,0.2519
4509,34.620193962317394,Male,35070.74,390.66,7,71.63,255.0,25,7.43,13.79,16.81,5,1,North,15.63,55.81,0.562,High,0.1802
4510,30.0,Male,82264.77,178.79,8,50.71,232.0,28,5.37,2.44,7.66,4,0,North,6.39,22.35,0.4129,Medium,0.1833
4511,54.0,Female,47274.05,89.35192469328086,7,104.3,0.0,25,2.63,12.041243085182451,8.16,3,0,Central,3.57,12.76,0.4252,Low,1.4427
4512,55.0,Male,32049.79,517.94,7,55.87,301.0,19,4.58,7.185558130056266,40.15,5,1,Central,27.26,73.99,0.3645,High,0.175
4513,54.071849017476325,Female,32717.65,431.16,7,106.31,317.0,13,5.31664312127786,16.57,12.66,5,1,West,33.17,61.59,0.4321,High,0.1735
4514,19.0,Male,70292.6,60.38,8,113.16,311.0,24,5.4,12.09,9.86,2,1,West,2.52,7.55,0.4844,Low,0.174
4515,39.0,Other,37839.07,324.06,7,80.33,136.7982646980522,14,3.24,6.12,34.09,5,1,Central,23.15,46.29,0.2744,Medium,0.2027
4516,34.0,Female,63288.04,220.2,12,68.28,276.0,25,5.13,7.837588057458555,7.29,3,1,Central,8.81,18.35,0.4397,Medium,0.1777
4517,53.0,Female,35831.51,337.69,9,152.96,103.0,27,4.65,6.44,12.46,4,1,Central,12.51,37.52,0.4306,Medium,0.2149
4518,31.0,Male,27861.96,1274.67,7,87.76,100.0,23,7.77,7.5030716972718166,23.82,4,0,East,55.42,182.1,0.4823,Premium,0.2162
4519,27.0,Male,55393.86,327.47,8,181.39,225.0,22,4.45,11.19,23.6,3,1,West,14.89,40.93,0.433,Medium,0.1843
4520,52.0,Male,46691.13,7.04,7,105.12,321.0,28,6.25,12.1,10.64,2,1,East,0.25,1.01,0.5417,Low,0.1731
4521,42.0,Female,69048.34,288.87,9,201.38,17.0,30,6.74,22.97,1.78,4,0,North,9.63,32.1,0.6925,Medium,0.3396
4522,20.0,Female,76272.07,859.2,7,69.96,14.0,36,3.27,14.8,2.41,5,1,Central,23.87,122.74,0.5715,Premium,0.3607
4523,35.87154987925853,Male,40987.26,757.2,11,61.74,173.0,20,4.16,15.36,8.12,4,0,North,37.86,68.84,0.454,Premium,0.1936
4524,55.0,Male,58364.72,360.15,5,109.66,32.0,22,4.73,9.2,18.35,4,0,East,16.37,72.03,0.4178,Medium,0.2836
4525,34.0,Female,40360.03,143.69,9,84.23006765114502,243.0,29,5.75,12.69,28.42,4,1,North,4.95,15.97,0.5451,Low,0.1818
4526,29.0,Male,67293.81,312.83,6,131.28,266.0,20,3.587432303616879,12.895347543073404,3.99,5,1,East,15.64,52.14,0.4127,Medium,0.1789
4527,71.0,Female,55089.13,414.72,8,85.4,220.0,24,3.02,18.87,18.55,5,0,North,17.28,51.84,0.5015,High,0.1851
4528,69.0,Female,35885.25,1492.21,8,93.48,28.0,21,4.683051775578656,27.0,9.07,4,1,South,71.06,186.53,0.6051,Premium,0.294
4529,41.0,Female,34413.74,516.66,7,77.9,7.0,25,7.19,27.029976776044148,9.63,5,1,East,20.67,73.81,0.7031,High,0.4551
4530,46.0,Male,56068.75,592.52,7,91.39,29.0,31,9.23,8.86,14.18,3,0,North,19.11,84.65,0.6058,High,0.2912
4531,60.0,Male,77094.75297398148,338.1,5,206.75375,205.1461102355632,19,6.05,5.46,10.63,3,0,East,17.79,67.62,0.3812,Medium,0.1875
4532,42.0,Female,76929.76,218.86,8,86.07,308.0,29,7.44,9.619420715776092,30.37,5,1,South,7.55,27.36,0.5523,Medium,0.1743
4533,53.0,Female,30592.05,838.2,4,65.15079234473059,73.0,35,6.14,4.78,22.76,4,0,West,23.95,209.55,0.5214,Premium,0.2316
4534,43.0,Male,32243.71,341.53,13,107.7,261.0,33,5.365137438823599,18.19,15.84,4,0,South,10.35,26.27,0.6331,Medium,0.1795
4535,55.0,Male,34709.24,1492.21,8,116.3,300.0,23,6.83,13.87,12.67,3,1,North,64.88,186.53,0.53,Premium,0.1751
4536,18.0,Female,36377.97,716.9300248880538,14,54.41,62.0,25,6.72,3.51,7.81,4,0,North,28.68,51.21,0.4305,Premium,0.2404
4537,37.0,Female,19765.04,35.21,7,107.28,176.85015723198484,24,6.14,4.98,9.2,3,0,Central,1.47,5.03,0.4236,Low,0.1928
4538,45.0,Female,72767.27,573.76,11,61.69669646719904,180.75794427613468,23,5.76,5.24,8.02,4,1,Central,24.95,52.16,0.4081,High,0.192
4539,55.776243315495236,Other,39028.94,23.88,6,116.82,305.0,32,4.77,15.53,12.52,5,1,East,0.75,3.98,0.5799,Low,0.1746
4540,64.0,Male,61761.6,144.18,6,38.62,179.0,32,5.995056468608139,5.3,1.63,5,0,West,4.51,24.03,0.4963,Low,0.1924
4541,34.0,Male,41861.47,270.6046694536966,5,89.51,310.0,25,6.06,10.49,10.27,2,1,North,10.82,54.12,0.4919,Medium,0.1741
4542,57.0,Female,48461.12,672.54,8,69.30878685090693,271.0,17,3.87,6.28,6.57,4,1,East,39.56,84.07,0.3189,High,0.1783
4543,45.0,Female,34801.2,340.84,8,54.65,2.0,31,5.483032139286902,27.029976776044148,2.49,3,0,East,10.99,42.6,0.7159,Medium,0.7213
4544,29.0,Male,48333.06,975.4307686082702,9,47.05,1.0,25,7.28,13.14,14.69,3,0,North,39.02,108.38,0.5511,Premium,0.9102
4545,44.0,Male,31709.67,479.66,6,110.45008044168418,93.0,26,5.85,22.5,14.13,5,0,East,18.45,79.94,0.6291,High,0.2196
4546,71.0,Female,48512.67,265.04,9,104.29,248.0,17,7.62,21.15,18.17,4,0,Central,15.59,29.45,0.5756,Medium,0.1811
4547,70.0,Male,101580.97,1274.46,5,77.1,145.0,28,6.81,9.57467814241131,7.39,5,1,South,45.52,254.89,0.5273,Premium,0.2004
4548,59.0,Male,63595.78,346.14,8,106.44,316.0,23,4.71,4.62,29.05,4,1,West,15.05,43.27,0.3755,Medium,0.1735
4549,64.0,Female,56699.8,617.17,9,96.11,58.0,27,2.23,10.01,28.35,4,0,West,22.86,68.57,0.4111,High,0.2442
4550,47.0,Female,91543.06657241404,123.51,9,33.9,2.0,25,2.17,18.63,7.92,3,1,East,4.94,13.72,0.4871,Low,0.7213
4551,58.0,Female,65096.64,715.59,6,46.17,5.0,28,7.77,6.43,24.15,3,1,West,25.56,119.26,0.5159,Premium,0.5139
4552,51.0,Male,68338.37,650.1055434004779,11,113.7,114.0,27,5.45,6.93,27.52,4,1,South,24.08,59.1,0.4556,High,0.2104
4553,54.0,Female,56057.48,1172.13,7,76.87,109.0,24,4.83,3.2,34.54,3,0,North,48.84,167.45,0.3718,Premium,0.2123
4554,23.0,Female,42527.779985062625,17.2,9,137.65,268.0,26,4.31,9.22,11.35,5,1,North,0.66,1.91,0.4441,Low,0.1786
4555,24.0,Female,45702.55,296.65,8,106.92,14.0,23,5.61,12.22,15.44,5,1,Central,12.9,37.08,0.4819,Medium,0.3607
4556,49.0,Female,67826.03,568.4,10,75.78912375495152,85.0,41,7.15,17.53,6.45,2,1,West,13.86,56.84,0.7421,High,0.2239
4557,49.0,Male,98568.33,549.9875330975347,7,54.48,82.0,27,4.04,17.16,17.71,3,0,West,20.37,78.57,0.5347,High,0.2257
4558,70.0,Male,57830.07,264.33,2,51.36,241.0,22,5.67,7.2299054125346265,19.7,4,0,Central,12.01,132.16,0.4189,Medium,0.182
4559,42.0,Male,30156.07,1424.92,11,149.79,205.0,20,10.28,12.703764462151575,21.77,3,0,Central,71.25,129.54,0.5742,Premium,0.1875
4560,50.0,Male,31331.88,286.29,11,131.81,86.0,22,8.77,6.42,20.79,1,0,North,13.01,26.03,0.4857,Medium,0.2233
4561,41.74909274504145,Female,70482.51,1492.21,4,65.55,120.39225007277709,27,1.48,19.09,6.95,4,1,Central,55.27,373.05,0.4935,Premium,0.208
4562,69.0,Female,67267.64578400993,29.26,9,155.41,128.5634204389637,30,2.23,20.6,13.33,3,1,North,0.98,3.25,0.5559,Low,0.2053
4563,29.0,Female,69170.98640115884,632.62,9,160.86,192.0,26,6.158252605093811,19.21,11.73,3,0,Central,24.33,70.29,0.6001,High,0.1898
4564,33.0,Female,41242.67,434.96,6,201.49,320.0,23,7.11,7.34,6.22,4,0,West,18.91,72.49,0.4644,High,0.1732
4565,33.0,Male,28677.9,347.11,10,167.97,116.0,21,5.59,3.76,30.26,4,0,West,16.53,34.71,0.3693,Medium,0.2096
4566,60.0,Male,74319.96,1492.21,6,177.05,51.0,24,6.45,17.35,14.6,5,0,North,62.18,248.7,0.5684,Premium,0.2519
4567,70.0,Male,69799.71,69.43,8,70.12,14.0,25,4.93,18.4,15.43,3,1,Central,2.78,8.68,0.552,Low,0.3607
4568,53.0,Male,24888.85,1131.68,8,133.96,50.0,20,4.3,21.89,26.49,3,0,East,56.58,141.46,0.5299,Premium,0.2531
4569,41.122091350957234,Male,62362.64,587.6,5,206.75375,126.0,24,6.81,16.87,22.74,4,1,West,24.48,117.52,0.5719,High,0.2061
4570,24.0,Female,73976.22762761588,149.87,4,91.14,317.0,30,5.33,7.39,12.84,4,1,South,5.0,37.47,0.4851,Low,0.1735
4571,53.0,Other,74512.98,1159.71,6,69.13322708788726,346.0,20,7.06,11.02,21.2,2,1,West,57.99,193.28,0.4767,Premium,0.1709
4572,34.191891857500366,Male,53283.98,280.44,13,85.63823654812202,59.0,18,4.51,17.47,6.02,4,1,West,15.58,21.57,0.4678,Medium,0.2433
4573,68.0,Male,100049.27,841.62,9,82.08,193.45929927411888,31,6.78,8.49,7.55,4,1,Central,27.15,93.51,0.5418,Premium,0.1896
4574,26.0,Female,75996.80081704447,246.2,4,66.25,200.0,30,6.06,19.94,17.34,3,0,Central,8.21,61.55,0.6422,Medium,0.1884
4575,49.0,Male,42785.43,951.67,11,99.45,88.0,19,3.1,11.04,18.11,3,0,North,50.09,86.52,0.3711,Premium,0.2222
4576,42.1237239143818,Female,30109.76,506.17,18,126.62,33.0,24,8.15,24.04,9.29,2,0,West,21.09,28.12,0.6843,High,0.2813
4577,25.0,Female,50465.701661506566,76.02,9,97.81,103.0,17,2.97,7.99,13.5,3,0,West,4.47,8.45,0.3158,Low,0.2149
4578,50.0,Female,29370.84,524.43,8,88.87,295.0,19,7.9,9.98,8.44,3,1,West,27.6,65.55,0.4766,High,0.1756
4579,40.0,Male,54677.08,106.19,7,104.26,10.0,24,6.32,7.51,5.66,4,1,South,4.42,15.17,0.4561,Low,0.4024
4580,42.0,Female,42849.55,265.45,13,86.9812349607445,206.0,22,6.65,11.41,11.29,4,1,South,12.07,20.42,0.4892,Medium,0.1874
4581,25.0,Male,57834.84,93.34,7,93.11,284.0,21,4.61,7.12428402145462,9.7,3,1,East,4.44,13.33,0.3827,Low,0.1768
4582,46.94398861136908,Female,26779.06,11.13,7,87.04,221.0,25,4.84,15.97,31.03,2,1,East,0.45,1.59,0.5229,Low,0.1849
4583,39.0,Male,31957.24,119.06,6,138.28,10.0,18,5.51,7.84,11.15,4,1,East,6.61,19.84,0.3854,Low,0.4024
4584,21.0,Male,31689.11,384.34,4,72.68,190.0,28,3.18,8.38,16.87,5,1,Central,13.73,96.08,0.4253,High,0.1902
4585,57.0,Female,116365.93947407472,328.47,10,101.26,203.0,25,6.54,8.05,16.45,3,1,West,13.14,32.85,0.4765,Medium,0.1879
4586,20.0,Female,45123.54,348.07,11,206.75375,221.0,18,4.85,11.83,16.74,3,0,East,19.34,31.64,0.4135,Medium,0.1849
4587,46.0,Female,47420.83,142.3,9,105.99,58.0,26,1.68,20.46,10.7,5,0,North,5.47,15.81,0.5045,Low,0.2442
4588,58.0,Female,47158.69,577.85,6,64.9350380427799,90.0,24,8.9,16.44,39.46,3,1,North,24.08,96.31,0.6182,High,0.2212
4589,46.0,Female,106554.8,609.14,7,74.81,291.0,20,5.98,8.8316766150685,10.1,2,0,Central,30.46,87.02,0.426,High,0.1761
4590,51.0,Male,21880.04,221.56,11,27.06,142.0,27,6.09,6.03,7.39,5,0,West,8.21,20.14,0.4613,Medium,0.2012
4591,42.8400814464076,Female,47574.41,1065.03,6,123.89,200.0,22,4.26,10.55,15.95,3,1,East,48.41,177.5,0.4212,Premium,0.1884
4592,35.49721120136473,Female,21777.73,516.44,8,33.03,94.0,26,6.1,7.52706514848268,16.51,3,1,North,19.86,64.56,0.469,High,0.2191
4593,30.0,Female,14914.55,624.2,7,26.34,122.94575592686674,22,6.82,10.982213389998213,9.06,3,1,North,28.37,89.17,0.4886,High,0.2071
4594,32.0,Female,33958.01,162.41,8,115.47,59.0,24,5.554954323103434,14.42,7.99,5,0,North,6.77,20.3,0.514,Low,0.2433
4595,40.0,Male,60239.4,0.31,5,52.12,270.0,25,6.59,18.13,10.1,4,1,Central,0.01,0.06,0.5896,Low,0.1784
4596,61.0,Female,32896.11,1002.63,9,80.41,33.0,27,3.59,3.13,11.82,4,1,South,37.13,111.4,0.368,Premium,0.2813
4597,43.0,Male,59747.5,864.18,4,132.82,189.0,19,3.18,12.82,13.07,2,1,West,45.48,216.04,0.3928,Premium,0.1904
4598,21.0,Male,51701.3,65.73,11,87.64,15.0,21,3.92,12.46,3.57,4,0,South,3.13,5.98,0.425,Low,0.353
4599,43.0,Female,63113.33695583304,234.29,11,160.71,288.0,23,9.28,9.96,8.71,4,0,South,10.19,21.3,0.5465,Medium,0.1764
4600,57.0,Male,92270.69,541.38,11,110.82,125.0,12,6.91,6.18,19.66,4,1,West,45.12,49.22,0.3466,High,0.2064
4601,26.0,Female,36387.54,527.94,5,94.50533627567418,92.0,29,5.47,24.01,16.47,4,1,East,18.2,105.59,0.6639,High,0.2201
4602,22.0,Male,59297.81,984.31,9,193.13,31.0,19,8.56,15.520682486139929,11.06,4,1,West,51.81,109.37,0.5543,Premium,0.286
4603,49.0,Male,19899.63,75.57,6,106.32,78.0,19,3.84,17.43,5.64,2,0,West,3.98,12.6,0.4601,Low,0.2282
4604,37.0,Female,51502.71,281.01,9,206.75375,212.0,27,3.65,10.14,9.1,4,1,North,10.41,31.22,0.4472,Medium,0.1864
4605,55.86706071330064,Female,43104.9,51.14,9,111.76,27.0,27,3.85,21.56,14.29,4,1,North,1.89,5.68,0.5789,Low,0.297
4606,28.0,Female,27143.06,246.82,12,63.81,141.0,21,8.88,11.73,17.19,3,1,Central,11.75,20.57,0.5382,Medium,0.2015
4607,32.0,Female,59829.22,328.87326246516164,10,107.19232418239439,276.0,31,7.06,27.029976776044148,7.99,4,1,North,10.61,32.89,0.7544,Medium,0.1777
4608,49.0,Female,33878.11,1142.73,17,75.33,215.0,27,4.03,8.389184580264494,31.87,3,1,North,42.32,67.22,0.4371,Premium,0.1859
4609,45.0,Male,116365.93947407472,374.38,8,111.63,98.0,27,4.25,8.31,7.45,2,0,North,13.87,46.8,0.4416,High,0.2171
4610,39.0,Male,48592.19981385982,947.9,12,94.48,326.0,34,6.01,6.72,3.03,2,1,South,27.88,78.99,0.5306,Premium,0.1726
4611,58.0,Male,55499.5,449.3171513380592,8,39.68,158.0,23,3.46,21.8,6.29,2,0,West,19.54,56.16,0.5356,High,0.197
4612,44.32540114293021,Female,50078.58,129.03,9,149.5,21.0,30,5.18,15.72,22.29,4,1,West,4.3,14.34,0.5739,Low,0.3189
4613,43.0,Female,42598.24,150.13,3,62.42,24.0,16,3.71,2.12,8.51,4,1,North,9.38,50.04,0.2597,Low,0.3069
4614,61.0,Male,37623.43,244.44,10,192.01,45.0,16,5.38,12.27,9.44,4,0,West,15.28,24.44,0.4132,Medium,0.2597
4615,24.0,Female,50732.1,811.94,7,52.97907110028694,41.0,28,6.97,11.0,28.81,1,0,Central,29.0,115.99,0.547,Premium,0.2659
4616,59.0,Female,83374.32,244.33,3,93.9,32.0,17,8.64,13.73,11.61,4,0,Central,14.37,81.44,0.5182,Medium,0.2836
4617,35.676929754306144,Male,35856.74437775435,114.49,6,101.93,99.0,25,2.68,6.48,7.8,1,1,South,4.58,19.08,0.3647,Low,0.2167
4618,42.0,Male,32761.41,33.6,6,135.38,345.0,19,6.58,6.17,16.57,2,0,South,1.77,5.6,0.4021,Low,0.171
4619,27.0,Female,28993.92,41.41,8,104.18,302.0,18,6.180676320806804,7.46,13.64,2,1,West,2.3,5.18,0.3976,Low,0.1749
4620,62.0,Female,56105.515451061525,713.66,8,86.81,69.0,20,5.1917118993167195,11.97810985629615,7.55,2,1,South,35.68,89.21,0.4417,Premium,0.2346
4621,36.0,Female,58184.51,294.22,5,88.63,311.0,31,4.218764091299079,5.47,26.97,1,1,West,9.49,58.84,0.4457,Medium,0.174
4622,28.0,Male,65819.32,647.64,11,102.09,150.50569329749638,16,4.43,14.47,7.33,2,1,East,40.48,58.88,0.4144,High,0.1989
4623,30.0,Other,83495.79,573.3,4,44.89,313.0,26,2.16,13.58,4.27,4,1,North,22.05,143.32,0.4399,High,0.1738
4624,70.0,Male,66340.04,72.72,5,67.16,201.0,19,6.9,27.029976776044148,23.38,4,1,Central,3.83,14.54,0.6414,Low,0.1882
4625,25.0,Male,69083.48,77.09,8,115.5,355.0,27,4.846054246272622,9.755117242851805,2.86,5,0,East,2.86,9.64,0.4722,Low,0.1701
4626,57.0,Other,24199.71,703.95,12,80.96,120.10656521674308,25,2.5,4.62,4.42,4,1,North,28.16,58.66,0.3397,Premium,0.2081
4627,21.0,Male,102927.65,638.75,6,54.98,306.0,34,6.08,5.29,6.29,5,1,Central,18.79,106.46,0.5165,High,0.1745
4628,64.0,Female,42050.5944900309,237.43,8,85.92,106.0,25,6.06,6.7,24.89,3,1,East,9.5,29.68,0.4498,Medium,0.2136
4629,48.0,Male,82166.1,40.29,10,169.22,201.0,20,7.02,27.029976776044148,7.77,4,1,West,2.01,4.03,0.6535,Low,0.1882
4630,45.0,Female,24634.83,6.09,11,193.96,225.0,24,8.77,4.29,20.73,4,0,East,0.25,0.55,0.4802,Low,0.1843
4631,28.0,Female,43446.7,169.95,6,174.02,103.0,31,5.57,7.62,9.42,4,1,North,5.48,28.32,0.5026,Medium,0.2149
4632,60.0,Male,78551.36,4.63,4,130.89,309.0,26,4.96,23.13,22.59,1,1,Central,0.18,1.16,0.6144,Low,0.1742
4633,18.0,Female,49710.04,130.73,9,133.55,64.0,21,4.8,26.36,21.39,4,0,East,6.23,14.53,0.6008,Low,0.2387
4634,66.0,Male,33624.66,271.93,4,113.4420841461913,307.0,27,4.97,15.2,16.08,4,1,East,10.07,67.98,0.5357,Medium,0.1744
4635,64.0,Female,94363.22,64.72,7,74.15,146.0,29,4.17,11.04,9.62,3,0,Central,2.23,9.25,0.4881,Low,0.2001
4636,69.0,Male,27290.47,55.06,9,52.38,5.0,30,4.72,11.95,11.68,4,1,North,1.84,6.12,0.5208,Low,0.5139
4637,55.0,Male,48522.68,1133.79,8,136.12,137.0,25,4.2,8.27,18.88,5,0,West,45.35,141.72,0.4217,Premium,0.2027
4638,41.0,Male,67513.67,440.31,19,112.25,119.0,22,3.63,4.1,8.24,4,0,South,20.01,23.17,0.3343,High,0.2085
4639,71.0,Male,116365.93947407472,1362.51,7,95.22,170.0,28,3.8679014223810917,11.354946092887996,5.4,4,1,South,48.66,194.64,0.4751,Premium,0.1943
4640,64.0,Female,38980.71,212.19,10,119.97,54.0,21,6.7123927956042815,8.82,18.98,3,1,Central,10.1,21.22,0.4529,Medium,0.2484
